gvkey,permno,adate,qdate,public_date,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,TICKER,cusip
002991,14541,2021-12-31,2021-12-31,2022-03-31,42.825,0.679,7.667,19.361,19.408,20.004,20.004,2.038,10.865,0.651,0.100,0.219,0.104,0.248,0.139,0.217,0.142,0.105,0.091,0.275,0.115,0.086,0.115,0.100,0.087,0.161,0.801,0.194,0.201,0.195,0.020,0.019,0.060,0.187,0.546,0.146,1.022,0.036,0.269,0.338,1.273,1.089,0.293,0.724,0.661,0.219,0.416,0.270,0.716,21.161,20.877,0.224,1.024,1.259,10.986,19.521,0.649,10.412,8.580,0.897,1.119,22.399,0.002,0.000,0.000,-0.057,2.063,,3.49%,CVX,16676410
002991,14541,2021-12-31,2021-12-31,2022-04-30,41.569,0.679,7.667,18.629,18.673,19.247,19.247,1.978,10.546,0.651,0.100,0.219,0.104,0.248,0.139,0.217,0.142,0.105,0.091,0.275,0.115,0.086,0.115,0.100,0.087,0.161,0.801,0.194,0.201,0.195,0.020,0.019,0.060,0.187,0.546,0.146,1.022,0.036,0.269,0.338,1.273,1.089,0.293,0.724,0.661,0.219,0.416,0.270,0.716,21.161,20.877,0.224,1.024,1.259,10.986,19.521,0.649,10.412,8.580,0.897,1.119,22.399,0.002,0.000,0.000,-0.057,2.002,,3.63%,CVX,16676410
002991,14541,2021-12-31,2022-03-31,2022-05-31,49.891,0.506,7.001,16.083,16.098,16.415,16.415,1.941,10.385,0.510,0.116,0.220,0.122,0.246,0.161,0.216,0.161,0.138,0.123,0.275,0.152,0.114,0.152,0.138,0.118,0.179,0.795,0.200,0.207,0.201,0.019,0.018,0.078,0.176,0.515,0.149,0.929,0.037,0.269,0.337,1.398,1.187,0.293,0.750,0.696,0.228,0.426,0.276,0.746,32.549,33.255,0.290,1.063,1.289,9.796,21.156,0.728,9.566,8.057,1.015,1.276,21.949,0.002,0.000,0.000,-0.052,2.122,,3.25%,CVX,16676410
002991,14541,2021-12-31,2022-03-31,2022-06-30,41.356,0.506,7.001,13.331,13.344,13.607,13.607,1.609,8.608,0.510,0.116,0.220,0.122,0.246,0.161,0.216,0.161,0.138,0.123,0.275,0.152,0.114,0.152,0.138,0.118,0.179,0.795,0.200,0.207,0.201,0.019,0.018,0.078,0.176,0.515,0.149,0.929,0.037,0.269,0.337,1.398,1.187,0.293,0.750,0.696,0.228,0.426,0.276,0.746,32.549,33.255,0.290,1.063,1.289,9.796,21.156,0.728,9.566,8.057,1.015,1.276,21.949,0.002,0.000,0.000,-0.052,1.759,,3.92%,CVX,16676410
002991,14541,2021-12-31,2022-03-31,2022-07-31,46.783,0.506,7.001,15.081,15.095,15.393,15.393,1.820,9.738,0.510,0.116,0.220,0.122,0.246,0.161,0.216,0.161,0.138,0.123,0.275,0.152,0.114,0.152,0.138,0.118,0.179,0.795,0.200,0.207,0.201,0.019,0.018,0.078,0.176,0.515,0.149,0.929,0.037,0.269,0.337,1.398,1.187,0.293,0.750,0.696,0.228,0.426,0.276,0.746,32.549,33.255,0.290,1.063,1.289,9.796,21.156,0.728,9.566,8.057,1.015,1.276,21.949,0.002,0.000,0.000,-0.052,1.990,,3.47%,CVX,16676410
002991,14541,2021-12-31,2022-06-30,2022-08-31,38.485,0.598,6.069,10.211,10.244,10.544,10.544,1.501,7.759,0.367,0.141,0.231,0.151,0.252,0.195,0.223,0.196,0.190,0.178,0.275,0.210,0.158,0.210,0.198,0.168,0.211,0.820,0.175,0.182,0.176,0.019,0.019,0.091,0.165,0.526,0.130,0.672,0.040,0.300,0.301,1.554,1.304,0.293,0.758,0.695,0.193,0.414,0.263,0.710,49.901,52.278,0.304,1.105,1.323,7.986,23.103,0.836,9.687,8.100,1.176,1.434,20.887,0.001,0.000,0.000,-0.044,1.825,0.079,3.59%,CVX,16676410
002991,14541,2021-12-31,2022-06-30,2022-09-30,34.981,0.598,6.069,9.281,9.311,9.584,9.584,1.365,7.053,0.367,0.141,0.231,0.151,0.252,0.195,0.223,0.196,0.190,0.178,0.275,0.210,0.158,0.210,0.198,0.168,0.211,0.820,0.175,0.182,0.176,0.019,0.019,0.091,0.165,0.526,0.130,0.672,0.040,0.300,0.301,1.554,1.304,0.293,0.758,0.695,0.193,0.414,0.263,0.710,49.901,52.278,0.304,1.105,1.323,7.986,23.103,0.836,9.687,8.100,1.176,1.434,20.887,0.001,0.000,0.000,-0.044,1.659,0.072,3.95%,CVX,16676410
002991,14541,2021-12-31,2022-06-30,2022-10-31,44.046,0.598,6.069,11.686,11.724,12.068,12.068,1.718,8.880,0.367,0.141,0.231,0.151,0.252,0.195,0.223,0.196,0.190,0.178,0.275,0.210,0.158,0.210,0.198,0.168,0.211,0.820,0.175,0.182,0.176,0.019,0.019,0.091,0.165,0.526,0.130,0.672,0.040,0.300,0.301,1.554,1.304,0.293,0.758,0.695,0.193,0.414,0.263,0.710,49.901,52.278,0.304,1.105,1.323,7.986,23.103,0.836,9.687,8.100,1.176,1.434,20.887,0.001,0.000,0.000,-0.044,2.089,0.090,3.14%,CVX,16676410
002991,14541,2021-12-31,2022-09-30,2022-11-30,37.617,0.631,5.737,10.128,10.167,10.427,10.427,1.561,7.613,0.317,0.150,0.235,0.162,0.256,0.206,0.225,0.216,0.215,0.210,0.275,0.238,0.183,0.238,0.235,0.197,0.231,0.844,0.151,0.161,0.152,0.020,0.019,0.116,0.163,0.502,0.113,0.536,0.062,0.331,0.264,1.590,1.390,0.293,0.769,0.694,0.162,0.403,0.248,0.678,63.349,67.319,0.351,1.131,1.352,7.596,22.873,0.903,9.980,8.261,1.282,1.520,19.266,0.001,0.000,0.000,-0.050,2.022,,3.10%,CVX,16676410
002991,14541,2021-12-31,2022-09-30,2022-12-31,36.833,0.631,5.737,9.917,9.955,10.210,10.210,1.529,7.454,0.317,0.150,0.235,0.162,0.256,0.206,0.225,0.216,0.215,0.210,0.275,0.238,0.183,0.238,0.235,0.197,0.231,0.844,0.151,0.161,0.152,0.020,0.019,0.116,0.163,0.502,0.113,0.536,0.062,0.331,0.264,1.590,1.390,0.293,0.769,0.694,0.162,0.403,0.248,0.678,63.349,67.319,0.351,1.131,1.352,7.596,22.873,0.903,9.980,8.261,1.282,1.520,19.266,0.001,0.000,0.000,-0.050,1.980,,3.16%,CVX,16676410
002991,14541,2021-12-31,2022-09-30,2023-01-31,35.711,0.631,5.737,9.614,9.652,9.899,9.899,1.482,7.227,0.317,0.150,0.235,0.162,0.256,0.206,0.225,0.216,0.215,0.210,0.275,0.238,0.183,0.238,0.235,0.197,0.231,0.844,0.151,0.161,0.152,0.020,0.019,0.116,0.163,0.502,0.113,0.536,0.062,0.331,0.264,1.590,1.390,0.293,0.769,0.694,0.162,0.403,0.248,0.678,63.349,67.319,0.351,1.131,1.352,7.596,22.873,0.903,9.980,8.261,1.282,1.520,19.266,0.001,0.000,0.000,-0.050,1.920,,3.26%,CVX,16676410
002991,14541,2022-12-31,2022-12-31,2023-02-28,24.215,0.513,6.598,8.611,8.648,8.795,8.795,1.300,6.180,0.309,0.150,0.239,0.169,0.261,0.211,0.222,0.226,0.215,0.222,0.283,0.238,0.193,0.238,0.248,0.209,0.239,0.863,0.132,0.148,0.132,0.022,0.020,0.190,0.164,0.406,0.106,0.486,0.112,0.351,0.249,1.645,1.450,0.509,0.759,0.659,0.138,0.378,0.225,0.612,57.294,63.413,0.542,1.231,1.472,8.243,23.937,0.948,12.127,9.947,1.277,1.480,14.609,0.001,0.000,0.000,-0.057,1.738,,3.76%,CVX,16676410
002991,14541,2022-12-31,2022-12-31,2023-03-31,24.575,0.513,6.598,8.739,8.777,8.926,8.926,1.320,6.272,0.309,0.150,0.239,0.169,0.261,0.211,0.222,0.226,0.215,0.222,0.283,0.238,0.193,0.238,0.248,0.209,0.239,0.863,0.132,0.148,0.132,0.022,0.020,0.190,0.164,0.406,0.106,0.486,0.112,0.351,0.249,1.645,1.450,0.509,0.759,0.659,0.138,0.378,0.225,0.612,57.294,63.413,0.542,1.231,1.472,8.243,23.937,0.948,12.127,9.947,1.277,1.480,14.609,0.001,0.000,0.000,-0.057,1.763,,3.70%,CVX,16676410
002991,14541,2022-12-31,2022-12-31,2023-04-30,25.391,0.513,6.598,9.029,9.068,9.222,9.222,1.364,6.480,0.309,0.150,0.239,0.169,0.261,0.211,0.222,0.226,0.215,0.222,0.283,0.238,0.193,0.238,0.248,0.209,0.239,0.863,0.132,0.148,0.132,0.022,0.020,0.190,0.164,0.406,0.106,0.486,0.112,0.351,0.249,1.645,1.450,0.509,0.759,0.659,0.138,0.378,0.225,0.612,57.294,63.413,0.542,1.231,1.472,8.243,23.937,0.948,12.127,9.947,1.277,1.480,14.609,0.001,0.000,0.000,-0.057,1.822,,3.58%,CVX,16676410
002991,14541,2022-12-31,2023-03-31,2023-05-31,23.746,0.573,5.802,7.940,7.978,8.133,8.133,1.229,5.854,0.310,0.154,0.244,0.174,0.266,0.216,0.226,0.221,0.210,0.224,0.283,0.232,0.186,0.232,0.254,0.208,0.240,0.872,0.123,0.139,0.124,0.022,0.020,0.161,0.170,0.441,0.097,0.443,0.114,0.363,0.225,1.575,1.355,0.509,0.732,0.684,0.127,0.384,0.226,0.628,73.283,81.770,0.443,1.161,1.399,8.487,19.932,0.901,10.461,8.292,1.283,1.472,16.174,0.001,0.000,0.000,-0.051,1.611,,4.01%,CVX,16676410
002991,14541,2022-12-31,2023-03-31,2023-06-30,24.807,0.573,5.802,8.295,8.334,8.496,8.496,1.284,6.115,0.310,0.154,0.244,0.174,0.266,0.216,0.226,0.221,0.210,0.224,0.283,0.232,0.186,0.232,0.254,0.208,0.240,0.872,0.123,0.139,0.124,0.022,0.020,0.161,0.170,0.441,0.097,0.443,0.114,0.363,0.225,1.575,1.355,0.509,0.732,0.684,0.127,0.384,0.226,0.628,73.283,81.770,0.443,1.161,1.399,8.487,19.932,0.901,10.461,8.292,1.283,1.472,16.174,0.001,0.000,0.000,-0.051,1.683,,3.84%,CVX,16676410
002991,14541,2022-12-31,2023-03-31,2023-07-31,25.459,0.573,5.802,8.627,8.668,8.837,8.837,1.317,6.276,0.310,0.154,0.244,0.174,0.266,0.216,0.226,0.221,0.210,0.224,0.283,0.232,0.186,0.232,0.254,0.208,0.240,0.872,0.123,0.139,0.124,0.022,0.020,0.161,0.170,0.441,0.097,0.443,0.114,0.363,0.225,1.575,1.355,0.509,0.732,0.684,0.127,0.384,0.226,0.628,73.283,81.770,0.443,1.161,1.399,8.487,19.932,0.901,10.461,8.292,1.283,1.472,16.174,0.001,0.000,0.000,-0.051,1.727,,3.69%,CVX,16676410
002991,14541,2022-12-31,2023-06-30,2023-08-31,23.785,0.602,6.594,10.196,10.248,10.216,10.216,1.435,7.447,0.369,0.141,0.234,0.159,0.259,0.196,0.218,0.194,0.173,0.186,0.283,0.191,0.155,0.191,0.214,0.175,0.217,0.876,0.119,0.132,0.119,0.023,0.020,0.157,0.185,0.421,0.093,0.478,0.099,0.349,0.224,1.487,1.226,0.509,0.670,0.667,0.122,0.376,0.214,0.606,63.074,70.088,0.451,1.168,1.433,10.702,17.780,0.835,10.543,8.289,1.180,1.347,14.685,0.001,0.000,0.000,-0.043,1.738,0.054,3.75%,CVX,16676410
002991,14541,2022-12-31,2023-06-30,2023-09-30,24.895,0.602,6.594,10.672,10.726,10.692,10.692,1.502,7.795,0.369,0.141,0.234,0.159,0.259,0.196,0.218,0.194,0.173,0.186,0.283,0.191,0.155,0.191,0.214,0.175,0.217,0.876,0.119,0.132,0.119,0.023,0.020,0.157,0.185,0.421,0.093,0.478,0.099,0.349,0.224,1.487,1.226,0.509,0.670,0.667,0.122,0.376,0.214,0.606,63.074,70.088,0.451,1.168,1.433,10.702,17.780,0.835,10.543,8.289,1.180,1.347,14.685,0.001,0.000,0.000,-0.043,1.820,0.057,3.58%,CVX,16676410
002991,14541,2022-12-31,2023-06-30,2023-10-31,21.227,0.602,6.594,9.223,9.270,9.241,9.241,1.281,6.646,0.369,0.141,0.234,0.159,0.259,0.196,0.218,0.194,0.173,0.186,0.283,0.191,0.155,0.191,0.214,0.175,0.217,0.876,0.119,0.132,0.119,0.023,0.020,0.157,0.185,0.421,0.093,0.478,0.099,0.349,0.224,1.487,1.226,0.509,0.670,0.667,0.122,0.376,0.214,0.606,63.074,70.088,0.451,1.168,1.433,10.702,17.780,0.835,10.543,8.289,1.180,1.347,14.685,0.001,0.000,0.000,-0.043,1.552,0.049,4.14%,CVX,16676410
002991,14541,2022-12-31,2023-09-30,2023-11-30,20.044,0.581,7.600,10.904,10.945,10.661,10.661,1.335,7.576,0.441,0.126,0.221,0.142,0.249,0.177,0.207,0.174,0.144,0.158,0.283,0.160,0.131,0.160,0.181,0.150,0.196,0.879,0.116,0.127,0.117,0.022,0.020,0.133,0.197,0.441,0.090,0.518,0.083,0.342,0.222,1.364,1.089,0.509,0.571,0.652,0.119,0.372,0.209,0.596,54.947,61.100,0.387,1.123,1.398,11.732,16.850,0.787,10.030,7.902,1.108,1.261,15.528,0.001,0.000,0.000,-0.040,1.462,1.011,4.21%,CVX,16676410
002991,14541,2022-12-31,2023-09-30,2023-12-31,20.820,0.581,7.600,11.326,11.369,11.073,11.073,1.386,7.869,0.441,0.126,0.221,0.142,0.249,0.177,0.207,0.174,0.144,0.158,0.283,0.160,0.131,0.160,0.181,0.150,0.196,0.879,0.116,0.127,0.117,0.022,0.020,0.133,0.197,0.441,0.090,0.518,0.083,0.342,0.222,1.364,1.089,0.509,0.571,0.652,0.119,0.372,0.209,0.596,54.947,61.100,0.387,1.123,1.398,11.732,16.850,0.787,10.030,7.902,1.108,1.261,15.528,0.001,0.000,0.000,-0.040,1.518,1.050,4.05%,CVX,16676410
005072,14558,2013-12-31,2014-03-31,2014-06-30,-157.14,0.986,14.435,-0.107,-0.107,-0.089,-0.022,1.180,9.730,,0.057,0.564,0.340,0.564,0.073,0.360,0.035,0.044,0.039,-0.165,-0.029,0.045,0.030,,,0.037,0.190,0.749,1.077,0.749,0.050,0.035,0.068,,,0.478,13.077,0.305,,0.374,,,0.018,-6.807,7.612,3.949,0.889,0.882,7.982,1.222,1.323,,,,,64.733,0.065,0.100,0.067,0.146,0.582,,0.000,0.000,0.106,-0.004,0.869,,,,
005072,14558,2013-12-31,2014-03-31,2014-07-31,-150.90,0.986,14.435,-0.103,-0.103,-0.086,-0.021,1.133,9.343,,0.057,0.564,0.340,0.564,0.073,0.360,0.035,0.044,0.039,-0.165,-0.029,0.045,0.030,,,0.037,0.190,0.749,1.077,0.749,0.050,0.035,0.068,,,0.478,13.077,0.305,,0.374,,,0.018,-6.807,7.612,3.949,0.889,0.882,7.982,1.222,1.323,,,,,64.733,0.065,0.100,0.067,0.146,0.582,,0.000,0.000,0.106,-0.004,0.834,,,,
005072,14558,2013-12-31,2014-06-30,2014-08-31,-58.573,1.188,14.787,-205.00,-205.00,-150.37,-140.49,1.206,19.638,,0.075,0.567,0.343,0.567,0.094,0.375,0.037,0.058,0.040,-0.165,-0.004,0.046,0.044,,,0.037,0.198,0.761,1.118,0.761,0.047,0.032,0.064,,,0.487,13.184,0.320,,0.370,,,0.018,-14.960,7.377,3.834,0.896,0.891,8.586,1.315,1.434,,,,,104.049,0.065,0.100,0.076,0.150,0.625,,0.000,0.000,0.106,0.001,0.866,,,ALLY,02005N10
005072,14558,2013-12-31,2014-06-30,2014-09-30,-55.097,1.188,14.787,-192.83,-192.83,-141.44,-132.15,1.134,18.473,,0.075,0.567,0.343,0.567,0.094,0.375,0.037,0.058,0.040,-0.165,-0.004,0.046,0.044,,,0.037,0.198,0.761,1.118,0.761,0.047,0.032,0.064,,,0.487,13.184,0.320,,0.370,,,0.018,-14.960,7.377,3.834,0.896,0.891,8.586,1.315,1.434,,,,,104.049,0.065,0.100,0.076,0.150,0.625,,0.000,0.000,0.106,0.001,0.815,,,ALLY,02005N10
005072,14558,2013-12-31,2014-06-30,2014-10-31,-54.054,1.188,14.787,-189.17,-189.17,-138.75,-129.64,1.113,18.123,,0.075,0.567,0.343,0.567,0.094,0.375,0.037,0.058,0.040,-0.165,-0.004,0.046,0.044,,,0.037,0.198,0.761,1.118,0.761,0.047,0.032,0.064,,,0.487,13.184,0.320,,0.370,,,0.018,-14.960,7.377,3.834,0.896,0.891,8.586,1.315,1.434,,,,,104.049,0.065,0.100,0.076,0.150,0.625,,0.000,0.000,0.106,0.001,0.800,,,ALLY,02005N10
005072,14558,2013-12-31,2014-09-30,2014-11-30,-27.080,1.255,15.061,69.880,71.995,67.080,29.021,1.163,19.209,6.544,0.087,0.574,0.347,0.574,0.116,0.382,0.038,0.066,0.040,-0.165,0.016,0.047,0.054,,,0.038,0.206,0.775,1.143,0.775,0.044,0.030,0.062,,,0.498,13.241,0.322,,0.374,,,0.018,-15.355,7.206,3.765,0.902,0.899,9.194,1.384,1.533,,,,,199.095,0.066,0.099,0.074,0.150,0.668,,0.000,0.000,0.106,0.002,0.819,,,ALLY,02005N10
005072,14558,2013-12-31,2014-09-30,2014-12-31,-26.913,1.255,15.061,69.409,71.511,66.629,28.826,1.156,19.091,6.544,0.087,0.574,0.347,0.574,0.116,0.382,0.038,0.066,0.040,-0.165,0.016,0.047,0.054,,,0.038,0.206,0.775,1.143,0.775,0.044,0.030,0.062,,,0.498,13.241,0.322,,0.374,,,0.018,-15.355,7.206,3.765,0.902,0.899,9.194,1.384,1.533,,,,,199.095,0.066,0.099,0.074,0.150,0.668,,0.000,0.000,0.106,0.002,0.814,,,ALLY,02005N10
005072,14558,2013-12-31,2014-09-30,2015-01-31,-21.319,1.255,15.061,54.981,56.645,52.779,22.834,0.915,15.122,6.544,0.087,0.574,0.347,0.574,0.116,0.382,0.038,0.066,0.040,-0.165,0.016,0.047,0.054,,,0.038,0.206,0.775,1.143,0.775,0.044,0.030,0.062,,,0.498,13.241,0.322,,0.374,,,0.018,-15.355,7.206,3.765,0.902,0.899,9.194,1.384,1.533,,,,,199.095,0.066,0.099,0.074,0.150,0.668,,0.000,0.000,0.106,0.002,0.645,,,ALLY,02005N10
005072,14558,2014-12-31,2014-12-31,2015-02-28,17.970,1.041,15.105,13.582,13.582,15.279,11.355,1.016,2.940,0.000,0.094,0.595,0.360,0.595,0.126,0.392,0.039,0.083,0.040,0.258,0.048,0.046,0.062,,,0.039,0.219,0.761,1.141,0.735,0.042,0.028,0.059,,,0.485,12.557,0.333,,0.360,,,0.025,-1.904,6.913,4.161,0.899,0.882,7.689,1.437,1.675,,,,,3.914,0.065,0.099,0.106,0.153,0.640,,0.000,0.011,0.096,-0.016,0.848,,,ALLY,02005N10
005072,14558,2014-12-31,2014-12-31,2015-03-31,18.143,1.041,15.105,13.712,13.712,15.426,11.464,1.025,2.969,0.000,0.094,0.595,0.360,0.595,0.126,0.392,0.039,0.083,0.040,0.258,0.048,0.046,0.062,,,0.039,0.219,0.761,1.141,0.735,0.042,0.028,0.059,,,0.485,12.557,0.333,,0.360,,,0.025,-1.904,6.913,4.161,0.899,0.882,7.689,1.437,1.675,,,,,3.914,0.065,0.099,0.106,0.153,0.640,,0.000,0.011,0.096,-0.016,0.856,,,ALLY,02005N10
005072,14558,2014-12-31,2014-12-31,2015-04-30,18.930,1.041,15.105,14.307,14.307,16.096,11.962,1.070,3.097,0.000,0.094,0.595,0.360,0.595,0.126,0.392,0.039,0.083,0.040,0.258,0.048,0.046,0.062,,,0.039,0.219,0.761,1.141,0.735,0.042,0.028,0.059,,,0.485,12.557,0.333,,0.360,,,0.025,-1.904,6.913,4.161,0.899,0.882,7.689,1.437,1.675,,,,,3.914,0.065,0.099,0.106,0.153,0.640,,0.000,0.011,0.096,-0.016,0.893,,,ALLY,02005N10
005072,14558,2014-12-31,2015-03-31,2015-05-31,32.266,1.453,14.345,13.257,13.335,17.174,8.821,1.101,4.016,1.258,0.091,0.601,0.359,0.601,0.125,0.390,0.040,0.066,0.041,0.258,0.047,0.045,0.060,,,0.039,0.216,0.764,1.123,0.764,0.040,0.027,0.062,,,0.484,12.286,0.320,,0.367,,,0.025,-2.301,7.000,3.531,0.898,0.895,8.845,1.451,1.771,,,,,4.436,0.066,0.100,0.094,0.152,0.646,,0.000,0.011,0.096,-0.012,0.744,,,ALLY,02005N10
005072,14558,2014-12-31,2015-03-31,2015-06-30,31.925,1.453,14.345,13.117,13.194,16.992,8.728,1.090,3.974,1.258,0.091,0.601,0.359,0.601,0.125,0.390,0.040,0.066,0.041,0.258,0.047,0.045,0.060,,,0.039,0.216,0.764,1.123,0.764,0.040,0.027,0.062,,,0.484,12.286,0.320,,0.367,,,0.025,-2.301,7.000,3.531,0.898,0.895,8.845,1.451,1.771,,,,,4.436,0.066,0.100,0.094,0.152,0.646,,0.000,0.011,0.096,-0.012,0.736,,,ALLY,02005N10
005072,14558,2014-12-31,2015-03-31,2015-07-31,32.425,1.453,14.345,13.316,13.394,17.250,8.860,1.107,4.036,1.258,0.091,0.601,0.359,0.601,0.125,0.390,0.040,0.066,0.041,0.258,0.047,0.045,0.060,,,0.039,0.216,0.764,1.123,0.764,0.040,0.027,0.062,,,0.484,12.286,0.320,,0.367,,,0.025,-2.301,7.000,3.531,0.898,0.895,8.845,1.451,1.771,,,,,4.436,0.066,0.100,0.094,0.152,0.646,,0.000,0.011,0.096,-0.012,0.747,,,ALLY,02005N10
005072,14558,2014-12-31,2015-06-30,2015-08-31,19.491,1.248,14.387,-32.147,-32.147,-15.956,-115.05,1.065,2.899,0.000,0.080,0.601,0.353,0.601,0.116,0.382,0.039,0.056,0.040,0.258,-0.047,0.041,0.052,,,0.039,0.212,0.771,1.110,0.771,0.037,0.026,0.061,,,0.482,12.372,0.306,,0.371,,,0.025,-0.941,7.174,3.631,0.900,0.898,9.047,1.422,1.859,,,,,3.154,0.065,0.098,0.090,0.149,0.651,,0.000,0.011,0.096,-0.019,0.781,,,ALLY,02005N10
005072,14558,2014-12-31,2015-06-30,2015-09-30,18.172,1.248,14.387,-29.971,-29.971,-14.876,-107.26,0.993,2.702,0.000,0.080,0.601,0.353,0.601,0.116,0.382,0.039,0.056,0.040,0.258,-0.047,0.041,0.052,,,0.039,0.212,0.771,1.110,0.771,0.037,0.026,0.061,,,0.482,12.372,0.306,,0.371,,,0.025,-0.941,7.174,3.631,0.900,0.898,9.047,1.422,1.859,,,,,3.154,0.065,0.098,0.090,0.149,0.651,,0.000,0.011,0.096,-0.019,0.728,,,ALLY,02005N10
005072,14558,2014-12-31,2015-06-30,2015-10-31,17.761,1.248,14.387,-29.294,-29.294,-14.540,-104.84,0.970,2.641,0.000,0.080,0.601,0.353,0.601,0.116,0.382,0.039,0.056,0.040,0.258,-0.047,0.041,0.052,,,0.039,0.212,0.771,1.110,0.771,0.037,0.026,0.061,,,0.482,12.372,0.306,,0.371,,,0.025,-0.941,7.174,3.631,0.900,0.898,9.047,1.422,1.859,,,,,3.154,0.065,0.098,0.090,0.149,0.651,,0.000,0.011,0.096,-0.019,0.712,,,ALLY,02005N10
005072,14558,2014-12-31,2015-09-30,2015-11-30,13.758,1.404,14.609,-29.791,-29.791,-14.785,-44.356,0.978,1.963,0.000,0.078,0.593,0.346,0.593,0.117,0.377,0.038,0.055,0.039,0.258,-0.046,0.039,0.051,,,0.038,0.208,0.777,1.093,0.777,0.034,0.024,0.060,,,0.477,12.628,0.289,,0.375,,,0.025,-0.130,7.473,3.732,0.903,0.900,9.260,1.430,1.894,,,,,3.180,0.064,0.096,0.066,0.146,0.653,,0.000,0.011,0.096,-0.027,0.698,,,ALLY,02005N10
005072,14558,2014-12-31,2015-09-30,2015-12-31,12.849,1.404,14.609,-27.821,-27.821,-13.807,-41.422,0.913,1.833,0.000,0.078,0.593,0.346,0.593,0.117,0.377,0.038,0.055,0.039,0.258,-0.046,0.039,0.051,,,0.038,0.208,0.777,1.093,0.777,0.034,0.024,0.060,,,0.477,12.628,0.289,,0.375,,,0.025,-0.130,7.473,3.732,0.903,0.900,9.260,1.430,1.894,,,,,3.180,0.064,0.096,0.066,0.146,0.653,,0.000,0.011,0.096,-0.027,0.651,,,ALLY,02005N10
005072,14558,2014-12-31,2015-09-30,2016-01-31,10.925,1.404,14.609,-23.657,-23.657,-11.741,-35.222,0.776,1.559,0.000,0.078,0.593,0.346,0.593,0.117,0.377,0.038,0.055,0.039,0.258,-0.046,0.039,0.051,,,0.038,0.208,0.777,1.093,0.777,0.034,0.024,0.060,,,0.477,12.628,0.289,,0.375,,,0.025,-0.130,7.473,3.732,0.903,0.900,9.260,1.430,1.894,,,,,3.180,0.064,0.096,0.066,0.146,0.653,,0.000,0.011,0.096,-0.027,0.554,,,ALLY,02005N10
005072,14558,2015-12-31,2015-12-31,2016-02-29,15.993,1.420,14.637,-5.880,-5.880,-5.066,-6.609,0.863,1.667,,0.091,0.583,0.346,0.583,0.142,0.376,0.037,0.073,0.039,0.356,-0.125,0.040,0.062,,,0.036,0.186,0.804,1.086,0.804,0.033,0.023,0.060,,,0.469,12.950,0.260,,0.379,,,0.035,0.080,8.793,4.311,0.915,0.913,10.800,1.524,1.992,,,,,3.894,0.063,0.094,0.035,0.144,0.732,,0.000,0.011,0.098,-0.027,0.666,,,ALLY,02005N10
005072,14558,2015-12-31,2015-12-31,2016-03-31,17.030,1.420,14.637,-6.261,-6.261,-5.395,-7.038,0.919,1.775,,0.091,0.583,0.346,0.583,0.142,0.376,0.037,0.073,0.039,0.356,-0.125,0.040,0.062,,,0.036,0.186,0.804,1.086,0.804,0.033,0.023,0.060,,,0.469,12.950,0.260,,0.379,,,0.035,0.080,8.793,4.311,0.915,0.913,10.800,1.524,1.992,,,,,3.894,0.063,0.094,0.035,0.144,0.732,,0.000,0.011,0.098,-0.027,0.709,,,ALLY,02005N10
005072,14558,2015-12-31,2015-12-31,2016-04-30,16.216,1.420,14.637,-5.957,-5.957,-5.133,-6.695,0.875,1.690,,0.091,0.583,0.346,0.583,0.142,0.376,0.037,0.073,0.039,0.356,-0.125,0.040,0.062,,,0.036,0.186,0.804,1.086,0.804,0.033,0.023,0.060,,,0.469,12.950,0.260,,0.379,,,0.035,0.080,8.793,4.311,0.915,0.913,10.800,1.524,1.992,,,,,3.894,0.063,0.094,0.035,0.144,0.732,,0.000,0.011,0.098,-0.027,0.675,,,ALLY,02005N10
005072,14558,2015-12-31,2016-03-31,2016-05-31,12.532,1.450,14.848,-5.980,-5.980,-5.589,-5.554,0.882,1.438,,0.098,0.569,0.343,0.569,0.153,0.372,0.036,0.071,0.039,0.356,-0.114,0.039,0.066,,,0.036,0.199,0.790,1.087,0.790,0.033,0.024,0.054,,,0.463,12.985,0.273,,0.369,,,0.035,0.347,8.482,3.971,0.911,0.908,10.177,1.559,1.954,,,,,10.483,0.063,0.091,0.041,0.147,0.701,,0.000,0.011,0.098,-0.032,0.661,,,ALLY,02005N10
